Lap,Driver,Position,MCTS_Call,Confidence_Delta_Sec,Was_Computed,Total_Lap_Exec_Time
1,LEC,1,STAY OUT (TIRES FRESH),6.99,Yes,2.35
1,HUL,2,STAY OUT (TIRES FRESH),19.97,Yes,2.35
1,RUS,3,STAY OUT (TIRES FRESH),24.18,Yes,2.35
1,HAM,4,STAY OUT (TIRES FRESH),7.82,Yes,2.35
1,HAD,5,STAY OUT (TIRES FRESH),24.28,Yes,2.35
1,LIN,6,STAY OUT (TIRES FRESH),24.17,Yes,2.35
1,NOR,7,STAY OUT (TIRES FRESH),7.59,Yes,2.35
1,ANT,8,STAY OUT (TIRES FRESH),7.41,Yes,2.35
1,OCO,9,STAY OUT (TIRES FRESH),24.21,Yes,2.35
1,GAS,10,STAY OUT (TIRES FRESH),24.29,Yes,2.35
1,ALO,11,STAY OUT (TIRES FRESH),19.15,Yes,2.35
1,BOR,12,STAY OUT (TIRES FRESH),24.22,Yes,2.35
1,ALB,13,STAY OUT (TIRES FRESH),23.93,Yes,2.35
1,SAI,14,STAY OUT (TIRES FRESH),18.87,Yes,2.35
1,BEA,15,STAY OUT (TIRES FRESH),24.32,Yes,2.35
1,BOT,16,STAY OUT (TIRES FRESH),20.69,Yes,2.35
1,VER,17,STAY OUT (TIRES FRESH),19.96,Yes,2.35
1,COL,18,STAY OUT (TIRES FRESH),19.89,Yes,2.35
1,LAW,19,STAY OUT (TIRES FRESH),24.55,Yes,2.35
1,PER,20,STAY OUT (TIRES FRESH),24.12,Yes,2.35
1,STR,21,STAY OUT (TIRES FRESH),23.93,Yes,2.35
2,RUS,1,STAY OUT (TIRES FRESH),22.64,Yes,0.27
2,LEC,2,STAY OUT (TIRES FRESH),5.07,Yes,0.27
2,HAM,3,STAY OUT (TIRES FRESH),6.27,Yes,0.27
2,HAD,4,STAY OUT (TIRES FRESH),22.44,Yes,0.27
2,LIN,5,STAY OUT (TIRES FRESH),22.44,Yes,0.27
2,NOR,6,STAY OUT (TIRES FRESH),6.22,Yes,0.27
2,ANT,7,STAY OUT (TIRES FRESH),5.8,Yes,0.27
2,OCO,8,STAY OUT (TIRES FRESH),22.58,Yes,0.27
2,GAS,9,STAY OUT (TIRES FRESH),22.55,Yes,0.27
2,ALO,10,STAY OUT (TIRES FRESH),17.66,Yes,0.27
2,BOR,11,STAY OUT (TIRES FRESH),22.46,Yes,0.27
2,BEA,12,STAY OUT (TIRES FRESH),22.38,Yes,0.27
2,ALB,13,STAY OUT (TIRES FRESH),22.54,Yes,0.27
2,SAI,14,STAY OUT (TIRES FRESH),17.81,Yes,0.27
2,VER,15,STAY OUT (TIRES FRESH),18.94,Yes,0.27
2,COL,16,STAY OUT (TIRES FRESH),18.39,Yes,0.27
2,LAW,17,STAY OUT (TIRES FRESH),22.36,Yes,0.27
2,BOT,18,STAY OUT (TIRES FRESH),17.98,Yes,0.27
2,PER,19,STAY OUT (TIRES FRESH),22.52,Yes,0.27
2,STR,20,STAY OUT (TIRES FRESH),22.67,Yes,0.27
3,LEC,1,STAY OUT (TIRES FRESH),3.73,Yes,0.15
3,RUS,2,STAY OUT (TIRES FRESH),20.97,Yes,0.15
3,HAM,3,STAY OUT (TIRES FRESH),4.7,Yes,0.15
3,HAD,4,STAY OUT (TIRES FRESH),21.0,Yes,0.15
3,LIN,5,STAY OUT (TIRES FRESH),20.97,Yes,0.15
3,ANT,6,STAY OUT (TIRES FRESH),4.29,Yes,0.15
3,NOR,7,STAY OUT (TIRES FRESH),4.67,Yes,0.15
3,OCO,8,STAY OUT (TIRES FRESH),20.77,Yes,0.15
3,GAS,9,STAY OUT (TIRES FRESH),21.08,Yes,0.15
3,BOR,10,STAY OUT (TIRES FRESH),20.96,Yes,0.15
3,BEA,11,STAY OUT (TIRES FRESH),20.86,Yes,0.15
3,ALO,12,STAY OUT (TIRES FRESH),16.42,Yes,0.15
3,ALB,13,STAY OUT (TIRES FRESH),21.11,Yes,0.15
3,VER,14,STAY OUT (TIRES FRESH),17.31,Yes,0.15
3,SAI,15,STAY OUT (TIRES FRESH),16.53,Yes,0.15
3,COL,16,STAY OUT (TIRES FRESH),16.52,Yes,0.15
3,LAW,17,STAY OUT (TIRES FRESH),20.88,Yes,0.15
3,PER,18,STAY OUT (TIRES FRESH),20.99,Yes,0.15
3,BOT,19,STAY OUT (TIRES FRESH),17.17,Yes,0.15
3,STR,20,STAY OUT (TIRES FRESH),20.39,Yes,0.15
4,LEC,1,STAY OUT (TIRES FRESH),2.56,Yes,0.23
4,RUS,2,STAY OUT (TIRES FRESH),19.55,Yes,0.23
4,HAM,3,STAY OUT (TIRES FRESH),3.78,Yes,0.23
4,HAD,4,STAY OUT (TIRES FRESH),19.89,Yes,0.23
4,LIN,5,STAY OUT (TIRES FRESH),19.7,Yes,0.23
4,ANT,6,STAY OUT (TIRES FRESH),3.08,Yes,0.23
4,NOR,7,STAY OUT (TIRES FRESH),3.52,Yes,0.23
4,OCO,8,STAY OUT (TIRES FRESH),19.55,Yes,0.23
4,GAS,9,STAY OUT (TIRES FRESH),19.68,Yes,0.23
4,BOR,10,STAY OUT (TIRES FRESH),20.96,No,0.23
4,BEA,11,STAY OUT (TIRES FRESH),19.62,Yes,0.23
4,ALO,12,STAY OUT (TIRES FRESH),14.86,Yes,0.23
4,VER,13,STAY OUT (TIRES FRESH),15.98,Yes,0.23
4,ALB,14,STAY OUT (TIRES FRESH),19.53,Yes,0.23
4,SAI,15,STAY OUT (TIRES FRESH),14.76,Yes,0.23
4,COL,16,STAY OUT (TIRES FRESH),15.17,Yes,0.23
4,LAW,17,STAY OUT (TIRES FRESH),19.62,Yes,0.23
4,PER,18,STAY OUT (TIRES FRESH),20.05,Yes,0.23
4,BOT,19,STAY OUT (TIRES FRESH),15.17,Yes,0.23
4,STR,20,STAY OUT (TIRES FRESH),20.39,No,0.23
5,LEC,1,STAY OUT (TIRES FRESH),2.56,No,0.18
5,RUS,2,STAY OUT (TIRES FRESH),18.81,Yes,0.18
5,HAM,3,STAY OUT (TIRES FRESH),2.92,Yes,0.18
5,HAD,4,STAY OUT (TIRES FRESH),18.77,Yes,0.18
5,ANT,5,STAY OUT (TIRES FRESH),2.12,Yes,0.18
5,LIN,6,STAY OUT (TIRES FRESH),18.64,Yes,0.18
5,NOR,7,STAY OUT (TIRES FRESH),2.33,Yes,0.18
5,OCO,8,STAY OUT (TIRES FRESH),18.69,Yes,0.18
5,GAS,9,STAY OUT (TIRES FRESH),18.7,Yes,0.18
5,BOR,10,STAY OUT (TIRES FRESH),18.76,Yes,0.18
5,BEA,11,STAY OUT (TIRES FRESH),18.66,Yes,0.18
5,VER,12,STAY OUT (TIRES FRESH),15.28,Yes,0.18
5,ALB,13,STAY OUT (TIRES FRESH),18.71,Yes,0.18
5,ALO,14,STAY OUT (TIRES FRESH),14.35,Yes,0.18
5,SAI,15,STAY OUT (TIRES FRESH),14.76,No,0.18
5,COL,16,STAY OUT (TIRES FRESH),14.07,Yes,0.18
5,LAW,17,STAY OUT (TIRES FRESH),18.84,Yes,0.18
5,PER,18,STAY OUT (TIRES FRESH),18.41,Yes,0.18
5,BOT,19,STAY OUT (TIRES FRESH),14.27,Yes,0.18
5,STR,20,STAY OUT (TIRES FRESH),19.29,Yes,0.18
6,LEC,1,STAY OUT (TIRES FRESH),2.56,No,0.23
6,RUS,2,STAY OUT (TIRES FRESH),18.02,Yes,0.23
6,HAM,3,STAY OUT (TIRES FRESH),2.03,Yes,0.23
6,ANT,4,STAY OUT (TIRES FRESH),1.37,Yes,0.23
6,HAD,5,STAY OUT (TIRES FRESH),17.9,Yes,0.23
6,LIN,6,STAY OUT (TIRES FRESH),17.84,Yes,0.23
6,NOR,7,STAY OUT (TIRES FRESH),1.66,Yes,0.23
6,OCO,8,STAY OUT (TIRES FRESH),17.89,Yes,0.23
6,GAS,9,STAY OUT (TIRES FRESH),18.0,Yes,0.23
6,BEA,10,STAY OUT (TIRES FRESH),17.85,Yes,0.23
6,VER,11,STAY OUT (TIRES FRESH),14.21,Yes,0.23
6,BOR,12,STAY OUT (TIRES FRESH),17.66,Yes,0.23
6,ALB,13,STAY OUT (TIRES FRESH),17.95,Yes,0.23
6,SAI,14,STAY OUT (TIRES FRESH),13.75,Yes,0.23
6,COL,15,STAY OUT (TIRES FRESH),13.08,Yes,0.23
6,ALO,16,STAY OUT (TIRES FRESH),14.14,Yes,0.23
6,LAW,17,STAY OUT (TIRES FRESH),18.13,Yes,0.23
6,PER,18,STAY OUT (TIRES FRESH),17.94,Yes,0.23
6,BOT,19,STAY OUT (TIRES FRESH),13.13,Yes,0.23
6,STR,20,STAY OUT (TIRES FRESH),17.79,Yes,0.23
7,LEC,1,STAY OUT (TIRES FRESH),0.24,Yes,0.21
7,RUS,2,STAY OUT (TIRES FRESH),17.25,Yes,0.21
7,HAM,3,STAY OUT (TIRES FRESH),1.59,Yes,0.21
7,ANT,4,STAY OUT (TIRES FRESH),0.91,Yes,0.21
7,HAD,5,STAY OUT (TIRES FRESH),17.32,Yes,0.21
7,LIN,6,STAY OUT (TIRES FRESH),17.34,Yes,0.21
7,NOR,7,STAY OUT (TIRES FRESH),1.17,Yes,0.21
7,OCO,8,STAY OUT (TIRES FRESH),17.89,No,0.21
7,GAS,9,STAY OUT (TIRES FRESH),18.0,No,0.21
7,BEA,10,STAY OUT (TIRES FRESH),17.21,Yes,0.21
7,VER,11,STAY OUT (TIRES FRESH),13.13,Yes,0.21
7,BOR,12,STAY OUT (TIRES FRESH),17.35,Yes,0.21
7,ALB,13,STAY OUT (TIRES FRESH),17.95,No,0.21
7,SAI,14,STAY OUT (TIRES FRESH),13.91,Yes,0.21
7,COL,15,STAY OUT (TIRES FRESH),12.12,Yes,0.21
7,LAW,16,STAY OUT (TIRES FRESH),17.43,Yes,0.21
7,ALO,17,STAY OUT (TIRES FRESH),13.6,Yes,0.21
7,PER,18,STAY OUT (TIRES FRESH),16.97,Yes,0.21
7,BOT,19,STAY OUT (TIRES FRESH),12.39,Yes,0.21
7,STR,20,STAY OUT (TIRES FRESH),17.27,Yes,0.21
8,LEC,1,PIT → HARD,0.1,Yes,0.28
8,RUS,2,STAY OUT (TIRES FRESH),16.81,Yes,0.28
8,HAM,3,STAY OUT (TIRES FRESH),1.22,Yes,0.28
8,ANT,4,STAY OUT (TIRES FRESH),0.7,Yes,0.28
8,HAD,5,STAY OUT (TIRES FRESH),16.93,Yes,0.28
8,LIN,6,STAY OUT (TIRES FRESH),17.34,No,0.28
8,NOR,7,STAY OUT (TIRES FRESH),0.79,Yes,0.28
8,OCO,8,STAY OUT (TIRES FRESH),17.14,Yes,0.28
8,GAS,9,STAY OUT (TIRES FRESH),16.74,Yes,0.28
8,VER,10,STAY OUT (TIRES FRESH),12.68,Yes,0.28
8,BEA,11,STAY OUT (TIRES FRESH),16.82,Yes,0.28
8,BOR,12,STAY OUT (TIRES FRESH),17.35,No,0.28
8,ALB,13,STAY OUT (TIRES FRESH),17.95,No,0.28
8,SAI,14,STAY OUT (TIRES FRESH),14.0,Yes,0.28
8,COL,15,STAY OUT (TIRES FRESH),11.65,Yes,0.28
8,LAW,16,STAY OUT (TIRES FRESH),16.95,Yes,0.28
8,ALO,17,STAY OUT (TIRES FRESH),14.03,Yes,0.28
8,PER,18,STAY OUT (TIRES FRESH),17.36,Yes,0.28
8,BOT,19,STAY OUT (TIRES FRESH),11.51,Yes,0.28
8,STR,20,STAY OUT (TIRES FRESH),17.11,Yes,0.28
9,LEC,1,PIT → HARD,0.29,Yes,0.23
9,RUS,2,STAY OUT (TIRES FRESH),16.68,Yes,0.23
9,HAM,3,STAY OUT (TIRES FRESH),1.25,Yes,0.23
9,ANT,4,STAY OUT (TIRES FRESH),0.53,Yes,0.23
9,HAD,5,STAY OUT (TIRES FRESH),16.5,Yes,0.23
9,LIN,6,STAY OUT (TIRES FRESH),16.39,Yes,0.23
9,NOR,7,STAY OUT (TIRES FRESH),0.6,Yes,0.23
9,OCO,8,STAY OUT (TIRES FRESH),17.14,No,0.23
9,GAS,9,STAY OUT (TIRES FRESH),16.61,Yes,0.23
9,VER,10,STAY OUT (TIRES FRESH),12.29,Yes,0.23
9,BEA,11,STAY OUT (TIRES FRESH),16.72,Yes,0.23
9,BOR,12,STAY OUT (TIRES FRESH),16.79,Yes,0.23
9,ALB,13,STAY OUT (TIRES FRESH),16.66,Yes,0.23
9,SAI,14,STAY OUT (TIRES FRESH),13.87,Yes,0.23
9,LAW,15,STAY OUT (TIRES FRESH),16.62,Yes,0.23
9,ALO,16,STAY OUT (TIRES FRESH),14.44,Yes,0.23
9,PER,17,STAY OUT (TIRES FRESH),16.41,Yes,0.23
9,BOT,18,STAY OUT (TIRES FRESH),11.0,Yes,0.23
9,STR,19,STAY OUT (TIRES FRESH),16.33,Yes,0.23
9,COL,20,STAY OUT (TIRES FRESH),10.94,Yes,0.23
10,LEC,1,PIT → HARD,0.29,No,0.2
10,RUS,2,STAY OUT (TIRES FRESH),16.68,No,0.2
10,HAM,3,STAY OUT (TIRES FRESH),1.16,Yes,0.2
10,ANT,4,STAY OUT (TIRES FRESH),0.56,Yes,0.2
10,HAD,5,STAY OUT (TIRES FRESH),15.88,Yes,0.2
10,LIN,6,STAY OUT (TIRES FRESH),16.12,Yes,0.2
10,NOR,7,STAY OUT (TIRES FRESH),0.94,Yes,0.2
10,OCO,8,STAY OUT (TIRES FRESH),15.82,Yes,0.2
10,VER,9,STAY OUT (TIRES FRESH),12.24,Yes,0.2
10,GAS,10,STAY OUT (TIRES FRESH),15.73,Yes,0.2
10,BEA,11,STAY OUT (TIRES FRESH),15.88,Yes,0.2
10,BOR,12,STAY OUT (TIRES FRESH),16.02,Yes,0.2
10,ALB,13,STAY OUT (TIRES FRESH),15.84,Yes,0.2
10,SAI,14,STAY OUT (TIRES FRESH),13.83,Yes,0.2
10,LAW,15,STAY OUT (TIRES FRESH),16.06,Yes,0.2
10,ALO,16,STAY OUT (TIRES FRESH),14.27,Yes,0.2
10,PER,17,STAY OUT (TIRES FRESH),16.41,No,0.2
10,BOT,18,STAY OUT (TIRES FRESH),11.0,No,0.2
10,STR,19,STAY OUT (TIRES FRESH),16.1,Yes,0.2
10,COL,20,STAY OUT (TIRES FRESH),10.02,Yes,0.2
11,LEC,1,PIT → HARD,11.63,Yes,0.3
11,RUS,2,STAY OUT (TIRES FRESH),5.21,Yes,0.3
11,HAM,3,PIT → HARD,10.93,Yes,0.3
11,ANT,4,PIT → HARD,11.35,Yes,0.3
11,LIN,5,STAY OUT (TIRES FRESH),5.35,Yes,0.3
11,VER,6,PIT → HARD,0.23,Yes,0.3
11,BEA,7,STAY OUT (TIRES FRESH),5.32,Yes,0.3
11,BOR,8,STAY OUT (TIRES FRESH),5.1,Yes,0.3
11,NOR,9,PIT → HARD,11.18,Yes,0.3
11,ALB,10,STAY OUT (TIRES FRESH),5.33,Yes,0.3
11,OCO,11,STAY OUT (TIRES FRESH),5.47,Yes,0.3
11,GAS,12,STAY OUT (TIRES FRESH),5.51,Yes,0.3
11,SAI,13,STAY OUT (TIRES FRESH),4.35,Yes,0.3
11,PER,14,STAY OUT (TIRES FRESH),5.32,Yes,0.3
11,BOT,15,PIT → HARD,1.2,Yes,0.3
11,LAW,16,STAY OUT (TIRES FRESH),5.76,Yes,0.3
11,ALO,17,STAY OUT (TIRES FRESH),4.36,Yes,0.3
11,HAD,18,STAY OUT (TIRES FRESH),5.36,Yes,0.3
11,COL,19,PIT → HARD,1.5,Yes,0.3
11,STR,20,STAY OUT (TIRES FRESH),5.38,Yes,0.3
12,LEC,1,PIT → HARD,15.18,Yes,0.21
12,HAM,2,PIT → HARD,14.19,Yes,0.21
12,RUS,3,STAY OUT (TIRES FRESH),1.97,Yes,0.21
12,LIN,4,STAY OUT (TIRES FRESH),2.06,Yes,0.21
12,ANT,5,PIT → HARD,14.6,Yes,0.21
12,VER,6,PIT → HARD,4.0,Yes,0.21
12,BEA,7,STAY OUT (TIRES FRESH),2.1,Yes,0.21
12,BOR,8,STAY OUT (TIRES FRESH),2.23,Yes,0.21
12,NOR,9,STAY OUT (TIRES FRESH),17.83,Yes,0.21
12,OCO,10,STAY OUT (TIRES FRESH),17.83,Yes,0.21
12,GAS,11,STAY OUT (TIRES FRESH),17.94,Yes,0.21
12,ALB,12,STAY OUT (TIRES FRESH),1.97,Yes,0.21
12,SAI,13,STAY OUT (TIRES FRESH),17.86,Yes,0.21
12,PER,14,STAY OUT (TIRES FRESH),1.92,Yes,0.21
12,LAW,15,STAY OUT (TIRES FRESH),17.81,Yes,0.21
12,ALO,16,STAY OUT (TIRES FRESH),7.68,Yes,0.21
12,COL,17,PIT → HARD,4.77,Yes,0.21
12,STR,18,STAY OUT (TIRES FRESH),17.69,Yes,0.21
12,BOT,19,PIT → HARD,4.92,Yes,0.21
13,LEC,1,PIT → HARD,17.69,Yes,0.2
13,HAM,2,PIT → HARD,16.48,Yes,0.2
13,RUS,3,STAY OUT (TIRES FRESH),18.48,Yes,0.2
13,LIN,4,PIT → HARD,0.41,Yes,0.2
13,ANT,5,STAY OUT (TIRES FRESH),18.72,Yes,0.2
13,VER,6,PIT → HARD,6.75,Yes,0.2
13,BEA,7,PIT → HARD,0.43,Yes,0.2
13,BOR,8,PIT → HARD,0.45,Yes,0.2
13,NOR,9,STAY OUT (TIRES FRESH),14.62,Yes,0.2
13,OCO,10,STAY OUT (TIRES FRESH),14.41,Yes,0.2
13,GAS,11,STAY OUT (TIRES FRESH),14.59,Yes,0.2
13,ALB,12,STAY OUT (TIRES FRESH),18.51,Yes,0.2
13,SAI,13,STAY OUT (TIRES FRESH),14.6,Yes,0.2
13,PER,14,PIT → HARD,0.47,Yes,0.2
13,LAW,15,STAY OUT (TIRES FRESH),14.38,Yes,0.2
13,COL,16,PIT → HARD,7.73,Yes,0.2
13,STR,17,STAY OUT (TIRES FRESH),14.5,Yes,0.2
13,BOT,18,PIT → HARD,7.54,Yes,0.2
13,ALO,19,STAY OUT (TIRES FRESH),4.0,Yes,0.2
14,LEC,1,PIT → HARD,19.33,Yes,0.2
14,HAM,2,PIT → HARD,18.18,Yes,0.2
14,RUS,3,STAY OUT (TIRES FRESH),15.88,Yes,0.2
14,LIN,4,PIT → HARD,2.29,Yes,0.2
14,ANT,5,STAY OUT (TIRES FRESH),15.79,Yes,0.2
14,VER,6,PIT → HARD,9.0,Yes,0.2
14,BEA,7,PIT → HARD,2.37,Yes,0.2
14,BOR,8,PIT → HARD,2.26,Yes,0.2
14,NOR,9,STAY OUT (TIRES FRESH),12.05,Yes,0.2
14,OCO,10,STAY OUT (TIRES FRESH),11.68,Yes,0.2
14,GAS,11,STAY OUT (TIRES FRESH),11.78,Yes,0.2
14,ALB,12,STAY OUT (TIRES FRESH),15.84,Yes,0.2
14,SAI,13,STAY OUT (TIRES FRESH),11.63,Yes,0.2
14,PER,14,PIT → HARD,2.01,Yes,0.2
14,LAW,15,STAY OUT (TIRES FRESH),11.73,Yes,0.2
14,COL,16,PIT → HARD,9.78,Yes,0.2
14,STR,17,STAY OUT (TIRES FRESH),11.64,Yes,0.2
14,BOT,18,PIT → HARD,9.79,Yes,0.2
14,ALO,19,STAY OUT (TIRES FRESH),1.78,Yes,0.2
15,LEC,1,PIT → HARD,19.33,No,0.18
15,HAM,2,PIT → HARD,19.35,Yes,0.18
15,RUS,3,STAY OUT (TIRES FRESH),13.5,Yes,0.18
15,LIN,4,PIT → HARD,3.53,Yes,0.18
15,ANT,5,STAY OUT (TIRES FRESH),13.76,Yes,0.18
15,VER,6,PIT → HARD,10.56,Yes,0.18
15,BEA,7,PIT → HARD,3.44,Yes,0.18
15,BOR,8,PIT → HARD,3.57,Yes,0.18
15,NOR,9,STAY OUT (TIRES FRESH),9.88,Yes,0.18
15,OCO,10,STAY OUT (TIRES FRESH),9.38,Yes,0.18
15,GAS,11,STAY OUT (TIRES FRESH),9.71,Yes,0.18
15,ALB,12,STAY OUT (TIRES FRESH),13.37,Yes,0.18
15,SAI,13,STAY OUT (TIRES FRESH),9.6,Yes,0.18
15,PER,14,PIT → HARD,3.56,Yes,0.18
15,LAW,15,STAY OUT (TIRES FRESH),9.57,Yes,0.18
15,COL,16,PIT → HARD,11.84,Yes,0.18
15,STR,17,STAY OUT (TIRES FRESH),9.62,Yes,0.18
15,BOT,18,PIT → HARD,11.73,Yes,0.18
15,ALO,19,PIT → HARD,0.19,Yes,0.18
16,LEC,1,PIT → HARD,21.24,Yes,0.18
16,HAM,2,PIT → HARD,20.07,Yes,0.18
16,RUS,3,STAY OUT (TIRES FRESH),11.84,Yes,0.18
16,ANT,4,STAY OUT (TIRES FRESH),11.98,Yes,0.18
16,LIN,5,PIT → HARD,4.13,Yes,0.18
16,VER,6,PIT → HARD,11.95,Yes,0.18
16,BEA,7,PIT → HARD,3.94,Yes,0.18
16,BOR,8,PIT → HARD,4.14,Yes,0.18
16,NOR,9,STAY OUT (TIRES FRESH),8.18,Yes,0.18
16,OCO,10,STAY OUT (TIRES FRESH),7.76,Yes,0.18
16,GAS,11,STAY OUT (TIRES FRESH),8.1,Yes,0.18
16,SAI,12,STAY OUT (TIRES FRESH),7.9,Yes,0.18
16,ALB,13,STAY OUT (TIRES FRESH),11.46,Yes,0.18
16,LAW,14,STAY OUT (TIRES FRESH),7.8,Yes,0.18
16,PER,15,PIT → HARD,4.06,Yes,0.18
16,COL,16,PIT → HARD,12.84,Yes,0.18
16,STR,17,STAY OUT (TIRES FRESH),7.53,Yes,0.18
16,BOT,18,PIT → HARD,13.07,Yes,0.18
16,ALO,19,PIT → HARD,1.25,Yes,0.18
17,LEC,1,PIT → HARD,21.84,Yes,0.21
17,HAM,2,PIT → HARD,20.3,Yes,0.21
17,RUS,3,STAY OUT (TIRES FRESH),10.29,Yes,0.21
17,ANT,4,STAY OUT (TIRES FRESH),10.58,Yes,0.21
17,LIN,5,PIT → HARD,4.49,Yes,0.21
17,VER,6,PIT → HARD,12.76,Yes,0.21
17,BEA,7,PIT → HARD,4.39,Yes,0.21
17,BOR,8,PIT → HARD,4.63,Yes,0.21
17,NOR,9,STAY OUT (TIRES FRESH),6.79,Yes,0.21
17,OCO,10,STAY OUT (TIRES FRESH),6.45,Yes,0.21
17,GAS,11,STAY OUT (TIRES FRESH),6.14,Yes,0.21
17,SAI,12,STAY OUT (TIRES FRESH),6.2,Yes,0.21
17,ALB,13,STAY OUT (TIRES FRESH),10.07,Yes,0.21
17,LAW,14,STAY OUT (TIRES FRESH),6.37,Yes,0.21
17,PER,15,PIT → HARD,4.73,Yes,0.21
17,COL,16,PIT → HARD,13.97,Yes,0.21
17,STR,17,STAY OUT (TIRES FRESH),6.37,Yes,0.21
17,ALO,18,PIT → HARD,2.35,Yes,0.21
18,LEC,1,PIT → HARD,21.94,Yes,0.2
18,HAM,2,PIT → HARD,20.73,Yes,0.2
18,RUS,3,STAY OUT (TIRES FRESH),8.74,Yes,0.2
18,ANT,4,STAY OUT (TIRES FRESH),9.26,Yes,0.2
18,NOR,5,STAY OUT (TIRES FRESH),5.63,Yes,0.2
18,LIN,6,PIT → HARD,4.95,Yes,0.2
18,VER,7,PIT → HARD,13.56,Yes,0.2
18,BEA,8,PIT → HARD,4.98,Yes,0.2
18,BOR,9,PIT → HARD,4.74,Yes,0.2
18,OCO,10,STAY OUT (TIRES FRESH),4.86,Yes,0.2
18,GAS,11,STAY OUT (TIRES FRESH),4.85,Yes,0.2
18,SAI,12,STAY OUT (TIRES FRESH),5.01,Yes,0.2
18,ALB,13,STAY OUT (TIRES FRESH),8.48,Yes,0.2
18,LAW,14,STAY OUT (TIRES FRESH),5.02,Yes,0.2
18,COL,15,PIT → HARD,15.07,Yes,0.2
18,PER,16,PIT → HARD,4.6,Yes,0.2
18,STR,17,STAY OUT (TIRES FRESH),4.91,Yes,0.2
18,ALO,18,PIT → HARD,3.1,Yes,0.2
19,LEC,1,PIT → HARD,22.17,Yes,0.19
19,HAM,2,PIT → HARD,20.74,Yes,0.19
19,RUS,3,STAY OUT (TIRES FRESH),7.41,Yes,0.19
19,ANT,4,STAY OUT (TIRES FRESH),7.94,Yes,0.19
19,NOR,5,STAY OUT (TIRES FRESH),4.24,Yes,0.19
19,LIN,6,STAY OUT (TIRES FRESH),20.19,Yes,0.19
19,VER,7,PIT → HARD,10.9,Yes,0.19
19,BEA,8,STAY OUT (TIRES FRESH),20.19,Yes,0.19
19,OCO,9,STAY OUT (TIRES FRESH),3.67,Yes,0.19
19,GAS,10,STAY OUT (TIRES FRESH),3.53,Yes,0.19
19,BOR,11,STAY OUT (TIRES FRESH),20.4,Yes,0.19
19,SAI,12,STAY OUT (TIRES FRESH),3.31,Yes,0.19
19,ALB,13,STAY OUT (TIRES FRESH),7.48,Yes,0.19
19,LAW,14,STAY OUT (TIRES FRESH),3.42,Yes,0.19
19,COL,15,PIT → HARD,15.92,Yes,0.19
19,PER,16,STAY OUT (TIRES FRESH),19.96,Yes,0.19
19,STR,17,STAY OUT (TIRES FRESH),3.49,Yes,0.19
19,ALO,18,PIT → HARD,3.37,Yes,0.19
1,LEC,1,STAY OUT (TIRES FRESH),6.95,Yes,0.23
1,HUL,2,STAY OUT (TIRES FRESH),19.97,No,0.23
1,RUS,3,STAY OUT (TIRES FRESH),24.04,Yes,0.23
1,HAM,4,STAY OUT (TIRES FRESH),7.96,Yes,0.23
1,HAD,5,STAY OUT (TIRES FRESH),24.15,Yes,0.23
1,LIN,6,STAY OUT (TIRES FRESH),24.15,Yes,0.23
1,NOR,7,STAY OUT (TIRES FRESH),7.52,Yes,0.23
1,ANT,8,STAY OUT (TIRES FRESH),7.4,Yes,0.23
1,OCO,9,STAY OUT (TIRES FRESH),24.13,Yes,0.23
1,GAS,10,STAY OUT (TIRES FRESH),24.44,Yes,0.23
1,ALO,11,STAY OUT (TIRES FRESH),19.01,Yes,0.23
1,BOR,12,STAY OUT (TIRES FRESH),24.02,Yes,0.23
1,ALB,13,STAY OUT (TIRES FRESH),24.04,Yes,0.23
1,SAI,14,STAY OUT (TIRES FRESH),19.22,Yes,0.23
1,BEA,15,STAY OUT (TIRES FRESH),24.23,Yes,0.23
1,BOT,16,STAY OUT (TIRES FRESH),19.98,Yes,0.23
1,VER,17,STAY OUT (TIRES FRESH),20.24,Yes,0.23
1,COL,18,STAY OUT (TIRES FRESH),19.87,Yes,0.23
1,LAW,19,STAY OUT (TIRES FRESH),24.29,Yes,0.23
1,PER,20,STAY OUT (TIRES FRESH),24.42,Yes,0.23
1,STR,21,STAY OUT (TIRES FRESH),23.97,Yes,0.23
2,RUS,1,STAY OUT (TIRES FRESH),22.31,Yes,0.26
2,LEC,2,STAY OUT (TIRES FRESH),5.28,Yes,0.26
2,HAM,3,STAY OUT (TIRES FRESH),6.26,Yes,0.26
2,HAD,4,STAY OUT (TIRES FRESH),22.55,Yes,0.26
2,LIN,5,STAY OUT (TIRES FRESH),22.3,Yes,0.26
2,NOR,6,STAY OUT (TIRES FRESH),5.76,Yes,0.26
2,ANT,7,STAY OUT (TIRES FRESH),5.75,Yes,0.26
2,OCO,8,STAY OUT (TIRES FRESH),22.61,Yes,0.26
2,GAS,9,STAY OUT (TIRES FRESH),22.68,Yes,0.26
2,ALO,10,STAY OUT (TIRES FRESH),17.57,Yes,0.26
2,BOR,11,STAY OUT (TIRES FRESH),22.71,Yes,0.26
2,BEA,12,STAY OUT (TIRES FRESH),22.51,Yes,0.26
2,ALB,13,STAY OUT (TIRES FRESH),22.83,Yes,0.26
2,SAI,14,STAY OUT (TIRES FRESH),17.62,Yes,0.26
2,VER,15,STAY OUT (TIRES FRESH),18.41,Yes,0.26
2,COL,16,STAY OUT (TIRES FRESH),18.23,Yes,0.26
